ARO_Accession,CARD_Name,Model_Type,ARO_Categories,Match_Status,ResFinder_Gene_Name,ResFinder_Class,Match_Tier,Match_Confidence,Alternate_ResFinder_Synonyms,Excluded_Candidates_ClassMismatch,N_Pathogens_With_Hit,Max_NCBI_WGS_Prevalence_Pct,Top_Pathogen_By_WGS_Pct,Has_Perfect_Strict_Hit
ARO:3006564,PDC-185,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006566,PDC-187,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006568,PDC-189,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006570,PDC-191,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006571,PDC-192,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3006574,PDC-195,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3006575,PDC-196,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006576,PDC-197,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3006578,PDC-199,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006579,PDC-20,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.17,Pseudomonas aeruginosa,True
ARO:3006580,PDC-200,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006583,PDC-204,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006586,PDC-208,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006587,PDC-209,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006589,PDC-211,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.06,Pseudomonas aeruginosa,True
ARO:3006590,PDC-213,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.2,Pseudomonas aeruginosa,True
ARO:3006591,PDC-214,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006593,PDC-216,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006595,PDC-218,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.23,Pseudomonas aeruginosa,True
ARO:3006598,PDC-21b,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3006599,PDC-22,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.17,Pseudomonas aeruginosa,True
ARO:3006601,PDC-221,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3006605,PDC-226,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006606,PDC-227,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006613,PDC-235,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006616,PDC-238,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006618,PDC-24,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,4.77,Pseudomonas aeruginosa,True
ARO:3006622,PDC-244,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006623,PDC-245,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3006629,PDC-250,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006634,PDC-256,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006642,PDC-266,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006646,PDC-271,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006652,PDC-278,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006658,PDC-286,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006660,PDC-288,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006665,PDC-295,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.34,Pseudomonas aeruginosa,True
ARO:3006667,PDC-297,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006668,PDC-298,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006670,PDC-30,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,1.34,Pseudomonas aeruginosa,True
ARO:3006672,PDC-301,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.06,Pseudomonas aeruginosa,True
ARO:3006673,PDC-302,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3006674,PDC-303,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006678,PDC-308,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006679,PDC-309,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006680,PDC-31,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.97,Pseudomonas aeruginosa,True
ARO:3006684,PDC-314,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006689,PDC-319,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006693,PDC-322,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006699,PDC-33,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3006701,PDC-331,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3006704,PDC-334,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006705,PDC-335,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006707,PDC-338,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006708,PDC-339,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006709,PDC-34,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,3.36,Pseudomonas aeruginosa,True
ARO:3006710,PDC-340,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006717,PDC-348,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006719,PDC-35,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,4.17,Pseudomonas aeruginosa,True
ARO:3006722,PDC-353,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006728,PDC-359,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006729,PDC-36,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.77,Pseudomonas aeruginosa,True
ARO:3006731,PDC-361,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3006734,PDC-364,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006737,PDC-367,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006740,PDC-37,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.66,Pseudomonas aeruginosa,True
ARO:3006742,PDC-371,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006745,PDC-374,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.24,Pseudomonas aeruginosa,True
ARO:3006750,PDC-38,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.2,Pseudomonas aeruginosa,True
ARO:3006752,PDC-382,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006759,PDC-39,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.36,Pseudomonas aeruginosa,True
ARO:3006762,PDC-392,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006766,PDC-397,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006769,PDC-40,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006772,PDC-402,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.06,Pseudomonas aeruginosa,True
ARO:3006777,PDC-407,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.06,Pseudomonas aeruginosa,True
ARO:3006778,PDC-408,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006781,PDC-411,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006787,PDC-418,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006789,PDC-42,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006793,PDC-423,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006800,PDC-431,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006801,PDC-432,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006802,PDC-433,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006806,PDC-437,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006810,PDC-442,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006811,PDC-443,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006812,PDC-444,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006814,PDC-446,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006815,PDC-447,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006819,PDC-452,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006821,PDC-454,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,2,0.04,Pseudomonas aeruginosa,True
ARO:3006822,PDC-455,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3006824,PDC-457,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3006827,PDC-46,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.5,Pseudomonas aeruginosa,True
ARO:3006843,PDC-58,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006844,PDC-60,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.58,Pseudomonas aeruginosa,True
ARO:3006845,PDC-64,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.44,Pseudomonas aeruginosa,True
ARO:3006846,PDC-71,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.76,Pseudomonas aeruginosa,True
ARO:3006848,PDC-95,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006849,PDC-96,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3006850,PDC-97,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.21,Pseudomonas aeruginosa,True
ARO:3006851,PDC-98,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.44,Pseudomonas aeruginosa,True
ARO:3006853,SRT-3,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,4.06,Serratia marcescens,True
ARO:3006854,CMH-2,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,1.6,Enterobacter cloacae,True
ARO:3006856,CMH-4,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,2,15.02,Enterobacter cloacae,True
ARO:3006857,CMH-5,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,7.99,Enterobacter cloacae,True
ARO:3006858,CMH-6,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,1.92,Enterobacter cloacae,True
ARO:3006859,MIR-19,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.72,Enterobacter roggenkampii,True
ARO:3006860,MIR-20,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,no_reliable_match,,,,,,,2,3.96,Enterobacter roggenkampii,True
ARO:3006861,MIR-21,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,no_reliable_match,,,,,,,1,3.6,Enterobacter roggenkampii,True
ARO:3006862,MIR-22,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,no_reliable_match,,,,,,,1,1.44,Enterobacter roggenkampii,True
ARO:3006869,CSA-1,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,54.71,Cronobacter sakazakii,True
ARO:3006870,CSA-2,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,2,100.0,Cronobacter universalis,True
ARO:3006874,EC-13,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,5,16.43,Escherichia coli,True
ARO:3006875,EC-14,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,4,2.82,Escherichia coli,True
ARO:3006876,EC-15,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,6,26.67,Shigella dysenteriae,True
ARO:3006877,EC-16,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,0.01,Escherichia coli,True
ARO:3006878,EC-18,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,4,3.56,Escherichia coli,True
ARO:3006879,EC-19,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,1.11,Escherichia coli,True
ARO:3006880,EC-5,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,4,8.86,Escherichia coli,True
ARO:3006881,EC-8,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,5,64.58,Escherichia marmotae,True
ARO:3006888,GIL-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,2,0.77,Citrobacter freundii,True
ARO:3006890,AFM-1,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,5,7.14,Comamonas testosteroni,True
ARO:3006891,AFM-2,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3006897,AXC-1,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,20.61,Achromobacter xylosoxidans,True
ARO:3006899,AXC-3,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.76,Achromobacter xylosoxidans,True
ARO:3006900,AXC-4,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.0,Achromobacter xylosoxidans,True
ARO:3006902,BSU-1,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,2.6,Bacillus subtilis,True
ARO:3006909,CfiA17,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.53,Bacteroides fragilis,True
ARO:3006910,CfiA18,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.53,Bacteroides fragilis,True
ARO:3006911,CfiA19,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.27,Bacteroides fragilis,True
ARO:3006913,CfiA21,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.27,Bacteroides fragilis,True
ARO:3006914,CfiA22,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.27,Bacteroides fragilis,True
ARO:3006915,CfiA23,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.27,Bacteroides fragilis,True
ARO:3006922,CMA-1,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,52.73,Cronobacter malonaticus,True
ARO:3006923,CMA-2,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,2,66.67,Cronobacter turicensis,True
ARO:3006931,KLUC-5,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,0.04,Enterobacter hormaechei,True
ARO:3006935,LHK-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,2.08,Laribacter hongkongensis,True
ARO:3006937,LHK-3,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,4.17,Laribacter hongkongensis,True
ARO:3006938,LHK-4,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,6.25,Laribacter hongkongensis,True
ARO:3006939,LHK-5,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,2.08,Laribacter hongkongensis,True
ARO:3006940,LHK-6,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,2.08,Laribacter hongkongensis,True
ARO:3006954,MYO-1,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.0,Myroides odoratimimus,True
ARO:3006965,PFM-1,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,2,12.5,Pseudomonas synxantha,True
ARO:3006967,PFM-3,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.43,Pseudomonas fluorescens,True
ARO:3006968,PLA-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,12.82,Raoultella planticola,True
ARO:3006970,PLA-3,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,5.13,Raoultella planticola,True
ARO:3006976,PST-1,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.76,Pseudomonas stutzeri,True
ARO:3006977,PST-2,protein homolog model,antibiotic inactivation; carbapenem,no_reliable_match,,,,,,,1,0.76,Pseudomonas stutzeri,True
ARO:3006984,RUB-1,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,36.36,Serratia rubidaea,True
ARO:3007010,norC,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics; fluoroquinolone antibiotic,no_reliable_match,,,,,,,11,98.31,Staphylococcus simulans,True
ARO:3007011,mdeA,protein homolog model,aminoglycoside antibiotic; antibiotic efflux; disinfecting agents and antiseptics; fluoroquinolone antibiotic; penam; tetracycline antibiotic,no_reliable_match,,,,,,,26,100.0,Parascardovia denticolens,True
ARO:3007012,sepA,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics,no_reliable_match,,,,,,,17,100.0,Staphylococcus pasteuri,True
ARO:3007013,sdrM,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics; fluoroquinolone antibiotic,no_reliable_match,,,,,,,19,100.0,Staphylococcus intermedius,True
ARO:3007014,qacJ,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics,no_reliable_match,,,,,,,154,100.0,Cupriavidus campinensis,True
ARO:3007015,qacG,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics,no_reliable_match,,,,,,,165,100.0,Pseudomonas mendocina,True
ARO:3007019,fexB,protein homolog model,antibiotic efflux; phenicol antibiotic,no_reliable_match,,,,,,,6,7.5,Staphylococcus arlettae,True
ARO:3007027,salC,protein homolog model,antibiotic target protection; lincosamide antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,1,12.5,Macrococcus canis,True
ARO:3007028,salD,protein homolog model,antibiotic target protection; lincosamide antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,2,78.57,Staphylococcus equorum,True
ARO:3007029,salE,protein homolog model,antibiotic target protection; lincosamide antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,2,77.5,Staphylococcus arlettae,True
ARO:3007033,Erm(51),protein homolog model,antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic,no_reliable_match,,,,,,,1,0.0,Rhodococcus pyridinivorans,True
ARO:3007041,Erm(52),protein homolog model,antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,3,0.97,Faecalibacterium prausnitzii,True
ARO:3007042,msr(G),protein homolog model,antibiotic target protection; macrolide antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,3,0.1,Bacillus cereus,True
ARO:3007043,msr(I),protein homolog model,antibiotic target protection; macrolide antibiotic; phosphonic acid antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,6,2.22,Lactococcus garvieae,True
ARO:3007044,mef(F),protein homolog model,antibiotic efflux; macrolide antibiotic,no_reliable_match,,,,,,,4,0.1,Bacillus cereus,True
ARO:3007047,mef(H),protein homolog model,antibiotic efflux; macrolide antibiotic,no_reliable_match,,,,,,,5,5.0,Streptococcus pasteurianus,True
ARO:3007049,mef(J),protein homolog model,antibiotic efflux; macrolide antibiotic,no_reliable_match,,,,,,,4,2.22,Lactococcus garvieae,True
ARO:3007050,mreA,protein homolog model,antibiotic efflux; macrolide antibiotic,no_reliable_match,,,,,,,5,100.0,Streptococcus canis,True
