ARO_Accession,CARD_Name,Model_Type,ARO_Categories,Match_Status,ResFinder_Gene_Name,ResFinder_Class,Match_Tier,Match_Confidence,Alternate_ResFinder_Synonyms,Excluded_Candidates_ClassMismatch,N_Pathogens_With_Hit,Max_NCBI_WGS_Prevalence_Pct,Top_Pathogen_By_WGS_Pct,Has_Perfect_Strict_Hit
ARO:3004683,aadS,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation,no_reliable_match,,,,,,,15,100.0,Myroides phaeus,True
ARO:3004684,MCR-9.1,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,24,17.03,Enterobacter kobei,True
ARO:3004691,MCR-3.4,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,0.01,Escherichia coli,True
ARO:3004694,MCR-4.2,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,1,0.02,Salmonella enterica,True
ARO:3004695,MCR-4.3,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,6,1.72,Acinetobacter nosocomialis,True
ARO:3004715,vga(E) Staphylococcus cohnii,protein homolog model,antibiotic target protection; lincosamide antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,1,0.02,Staphylococcus aureus,True
ARO:3004719,tet(X3),protein homolog model,antibiotic inactivation; glycylcycline; tetracycline antibiotic,no_reliable_match,,,,,,,8,11.54,Acinetobacter towneri,True
ARO:3004720,tet(X4),protein homolog model,antibiotic inactivation; glycylcycline; tetracycline antibiotic,no_reliable_match,,,,,,,24,29.17,Riemerella anatipestifer,True
ARO:3004734,ARL-1,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,20.0,Staphylococcus arlettae,True
ARO:3004735,ARL-2,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,15.0,Staphylococcus arlettae,True
ARO:3004736,ARL-3,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,7.5,Staphylococcus arlettae,True
ARO:3004737,ARL-4,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,7.5,Staphylococcus arlettae,True
ARO:3004739,ARL-6,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,5.0,Staphylococcus arlettae,True
ARO:3004745,MIR-23,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,no_reliable_match,,,,,,,1,1.08,Enterobacter roggenkampii,True
ARO:3004747,BAT-1,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,0.0,Bacillus subtilis,True
ARO:3004759,BPU-1,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,43.02,Bacillus pumilus,True
ARO:3004764,CBP-1,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,10.87,Clostridium botulinum,True
ARO:3004777,CMH-1,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,1.92,Enterobacter cloacae,True
ARO:3004778,CMY-135,protein homolog model,antibiotic inactivation; cephamycin,no_reliable_match,,,,,,,1,0.39,Citrobacter freundii,True
ARO:3004786,FIM-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3004795,FPH-1,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,20.45,Francisella philomiragia,True
ARO:3004801,FTU-1,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,67.49,Francisella tularensis,True
ARO:3004825,LAP-1,protein homolog model,antibiotic inactivation; cephalosporin; penam; penem,no_reliable_match,,,,,,,3,0.13,Enterobacter hormaechei,True
ARO:3004826,LAP-2,protein homolog model,antibiotic inactivation; cephalosporin; penam; penem,no_reliable_match,,,,,,,22,9.3,Leclercia adecarboxylata,True
ARO:3004837,OXA-724,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,3.23,Aeromonas hydrophila,True
ARO:3004854,CMY-136,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,no_reliable_match,,,,,,,4,0.13,Klebsiella quasipneumoniae,True
ARO:3004862,NDM-19,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.01,Escherichia coli,True
ARO:3004863,NDM-20,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3004865,NDM-22,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.04,Enterobacter hormaechei,True
ARO:3004866,NDM-23,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.01,Klebsiella pneumoniae,True
ARO:3004868,NDM-25,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,1,0.0,Escherichia coli,True
ARO:3005008,TxR,protein homolog model,antibiotic efflux; tetracycline antibiotic,no_reliable_match,,,,,,,6,74.09,Vibrio parahaemolyticus,True
ARO:3005009,qacE,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics,no_reliable_match,,,,,,,12,5.88,Sphingobium yanoikuyae,True
ARO:3005010,qacEdelta1,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics,no_reliable_match,,,,,,,81,56.45,Aeromonas caviae,True
ARO:3005021,cfr(D),protein homolog model,antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,3,1.66,Enterococcus faecium,True
ARO:3005023,cfrE,protein homolog model,antibiotic target alteration; lincosamide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,1,0.05,Streptococcus suis,True
ARO:3005024,FosL1,protein homolog model,antibiotic inactivation; phosphonic acid antibiotic,no_reliable_match,,,,,,,2,0.02,Escherichia coli,True
ARO:3005027,FRI-4,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,0.0,Enterobacter asburiae,True
ARO:3005031,FRI-8,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,0.0,Enterobacter asburiae,True
ARO:3005032,FRI-9,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,0.0,Enterobacter asburiae,True
ARO:3005033,FLC-1,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,0.0,Enterobacter cloacae,True
ARO:3005036,BLMT,protein homolog model,antibiotic inactivation; glycopeptide antibiotic,no_reliable_match,,,,,,,12,2.63,Acinetobacter lwoffii,True
ARO:3005037,ADC-159,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,1,0.06,Acinetobacter baumannii,True
ARO:3005038,PDC-65,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3005039,PDC-55,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005040,YajC,protein homolog model,antibiotic efflux; cephalosporin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; glycopeptide antibiotic; glycylcycline; oxazolidinone antibiotic; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic,no_reliable_match,,,,,,,6,68.16,Pseudomonas aeruginosa,True
ARO:3005043,cmlA9,protein homolog model,antibiotic efflux; phenicol antibiotic,no_reliable_match,,,,,,,17,7.14,Pseudomonas monteilii,True
ARO:3005044,OmpA,protein homolog model,peptide antibiotic; reduced permeability to antibiotic,no_reliable_match,,,,,,,7,94.87,Raoultella planticola,True
ARO:3005045,SatA,protein homolog model,antibiotic inactivation; nucleoside antibiotic,no_reliable_match,,,,,,vat(D),3,72.81,Bacillus anthracis,True
ARO:3005046,MecC-type methicillin resistance repressor MecI,protein homolog model,antibiotic target replacement; carbapenem; cephalosporin; cephamycin; monobactam; penam,no_reliable_match,,,,,,,1,0.13,Staphylococcus aureus,True
ARO:3005047,eptB,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,7,94.87,Raoultella planticola,True
ARO:3005049,CrcB,protein homolog model,aminoglycoside antibiotic; antibiotic efflux,no_reliable_match,,,,,,,1,4.24,Klebsiella pneumoniae,True
ARO:3005051,LpsB,protein homolog model,peptide antibiotic; reduced permeability to antibiotic,no_reliable_match,,,,,,,5,73.56,Acinetobacter nosocomialis,True
ARO:3005052,LpsA,protein homolog model,peptide antibiotic; reduced permeability to antibiotic,no_reliable_match,,,,,,,1,45.38,Haemophilus influenzae,True
ARO:3005053,ArnT,protein homolog model,antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,64,100.0,Proteus penneri,True
ARO:3005057,tet(X5),protein homolog model,antibiotic inactivation; tetracycline antibiotic,no_reliable_match,,,,,,,4,0.69,Riemerella anatipestifer,True
ARO:3005059,LptD,protein homolog model,aminocoumarin antibiotic; antibiotic efflux; carbapenem; peptide antibiotic; rifamycin antibiotic,no_reliable_match,,,,,,,7,94.87,Raoultella planticola,True
ARO:3005063,cprR,protein homolog model,antibiotic efflux; antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,67.27,Pseudomonas aeruginosa,True
ARO:3005064,cprS,protein homolog model,antibiotic efflux; antibiotic target alteration; peptide antibiotic,no_reliable_match,,,,,,,2,67.74,Pseudomonas aeruginosa,True
ARO:3005067,ParS,protein homolog model,aminoglycoside antibiotic; antibiotic efflux; carbapenem; cephalosporin; cephamycin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; macrolide antibiotic; monobactam; penam; penem; phenicol antibiotic; reduced permeability to antibiotic; tetracycline antibiotic,no_reliable_match,,,,,,,2,66.78,Pseudomonas aeruginosa,True
ARO:3005068,ParR,protein homolog model,aminoglycoside antibiotic; antibiotic efflux; carbapenem; cephalosporin; cephamycin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; macrolide antibiotic; monobactam; penam; penem; phenicol antibiotic; reduced permeability to antibiotic; tetracycline antibiotic,no_reliable_match,,,,,,,2,67.73,Pseudomonas aeruginosa,True
ARO:3005069,rsmA,protein homolog model,antibiotic efflux; diaminopyrimidine antibiotic; fluoroquinolone antibiotic; phenicol antibiotic,no_reliable_match,,,,,,,78,100.0,Photorhabdus asymbiotica,True
ARO:3005072,ROB-13,protein homolog model,antibiotic inactivation; cephalosporin; penam,no_reliable_match,,,,,,,1,0.0,Pasteurella multocida,True
ARO:3005073,ROB-3,protein homolog model,antibiotic inactivation; cephalosporin; penam,no_reliable_match,,,,,,,1,3.08,Glaesserella parasuis,True
ARO:3005080,ROB-10,protein homolog model,antibiotic inactivation; cephalosporin; penam,no_reliable_match,,,,,,,1,1.03,Glaesserella parasuis,True
ARO:3005085,AAC(3)-IIg,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation,no_reliable_match,,,,,,,21,12.0,Enterobacter chengduensis,True
ARO:3005087,msrF,protein homolog model,antibiotic target protection; macrolide antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,2,12.5,Macrococcus canis,True
ARO:3005088,msrH,protein homolog model,antibiotic target protection; macrolide antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,1,0.0,Macrococcus canis,True
ARO:3005089,mef(D),protein homolog model,antibiotic efflux; macrolide antibiotic,no_reliable_match,,,,,,,2,12.5,Macrococcus canis,True
ARO:3005090,RanB,protein homolog model,aminoglycoside antibiotic; antibiotic efflux,no_reliable_match,,,,,,,1,43.75,Riemerella anatipestifer,True
ARO:3005091,RanA,protein homolog model,aminoglycoside antibiotic; antibiotic efflux,no_reliable_match,,,,,,,1,43.06,Riemerella anatipestifer,True
ARO:3005093,OXA-899,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,5.06,Ralstonia pickettii,True
ARO:3005094,OXA-898,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,3.8,Ralstonia pickettii,True
ARO:3005097,mecC-type BlaZ,protein homolog model,antibiotic inactivation; penam,no_reliable_match,,,,,,,1,0.13,Staphylococcus aureus,True
ARO:3005098,qacL,protein homolog model,antibiotic efflux; disinfecting agents and antiseptics,no_reliable_match,,,,,,,41,12.5,Citrobacter youngae,True
ARO:3005099,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),protein homolog model,antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,10,50.0,Streptococcus urinalis,True
ARO:3005112,AAC(6')-Ib-cr3,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic,no_reliable_match,,,,,,,8,0.64,Enterobacter cloacae,True
ARO:3005114,AAC(6')-Ib-cr4,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic,no_reliable_match,,,,,,,8,1.91,Providencia rettgeri,True
ARO:3005115,AAC(6')-Ib-cr5,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic,no_reliable_match,,,,,,,23,10.26,Citrobacter werkmanii,True
ARO:3005116,AAC(6')-Ib-cr6,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic,no_reliable_match,,,,,,,42,25.0,Proteus penneri,True
ARO:3005117,AAC(6')-Ib-cr7,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic,no_reliable_match,,,,,,,2,0.02,Klebsiella pneumoniae,True
ARO:3005119,AAC(6')-Ib-cr9,protein homolog model,aminoglycoside antibiotic; antibiotic inactivation; fluoroquinolone antibiotic,no_reliable_match,,,,,,,2,0.19,Citrobacter freundii,True
ARO:3005121,lsaD,protein homolog model,antibiotic target protection; lincosamide antibiotic; pleuromutilin antibiotic; streptogramin A antibiotic; streptogramin antibiotic,no_reliable_match,,,,,,,1,84.44,Lactococcus garvieae,True
ARO:3005122,PDC-68,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.1,Pseudomonas aeruginosa,True
ARO:3005123,PDC-70,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005124,PDC-63,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.09,Pseudomonas aeruginosa,True
ARO:3005125,PDC-57,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005126,PDC-66,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.7,Pseudomonas aeruginosa,True
ARO:3005127,PDC-14,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.83,Pseudomonas aeruginosa,True
ARO:3005128,PDC-47,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005129,PDC-51,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.2,Pseudomonas aeruginosa,True
ARO:3005130,OXA-846,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,4.53,Pseudomonas aeruginosa,True
ARO:3005131,NDM-29,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,no_reliable_match,,,,,,,2,0.0,Escherichia coli,True
ARO:3005132,PDC-11,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,1.14,Pseudomonas aeruginosa,True
ARO:3005133,PDC-62,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3005134,PDC-43,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3005135,PDC-54,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005136,OXA-906,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,0.56,Pseudomonas aeruginosa,True
ARO:3005137,PDC-59,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.46,Pseudomonas aeruginosa,True
ARO:3005138,OXA-850,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,0.23,Pseudomonas aeruginosa,True
ARO:3005139,PDC-67,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.07,Pseudomonas aeruginosa,True
ARO:3005140,PDC-56,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.09,Pseudomonas aeruginosa,True
ARO:3005141,PDC-52,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.14,Pseudomonas aeruginosa,True
ARO:3005142,PDC-44,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3005143,PDC-240,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3005144,PDC-61,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005145,PDC-45,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.21,Pseudomonas aeruginosa,True
ARO:3005146,PDC-49,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005147,PDC-50,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.03,Pseudomonas aeruginosa,True
ARO:3005148,PDC-48,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3005150,PAC-1,protein homolog model,antibiotic inactivation; cephalosporin,no_reliable_match,,,,,,,2,1.61,Aeromonas caviae,True
ARO:3005151,PDC-53,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.21,Pseudomonas aeruginosa,True
ARO:3005152,PDC-72,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005153,PDC-69,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3005155,PDC-23,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.21,Pseudomonas aeruginosa,True
ARO:3005156,PDC-28,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.4,Pseudomonas aeruginosa,True
ARO:3005157,PDC-41,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; monobactam,no_reliable_match,,,,,,,1,0.14,Pseudomonas aeruginosa,True
ARO:3005159,OXA-818,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,0.0,Acinetobacter radioresistens,True
ARO:3005160,OXA-812,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; penam,no_reliable_match,,,,,,,1,3.51,Acinetobacter radioresistens,True
ARO:3005162,FosA7.5,protein homolog model,antibiotic inactivation; phosphonic acid antibiotic,no_reliable_match,,,,,,,7,5.41,Citrobacter koseri,True
ARO:3005166,tet(X1),protein homolog model,antibiotic inactivation; tetracycline antibiotic,no_reliable_match,,,,,,,7,6.25,Phocaeicola dorei,True
ARO:3005181,CMY-146,protein homolog model,antibiotic inactivation; cephamycin,no_reliable_match,,,,,,,1,0.02,Escherichia coli,True
ARO:3005185,CMY-140,protein homolog model,antibiotic inactivation; cephamycin,no_reliable_match,,,,,,,1,0.01,Escherichia coli,True
